Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Pakistan,Potatoes,2007,193516,494.0,5935.96,27.69
Pakistan,Potatoes,2007,193516,494.0,5935.96,23.33
Pakistan,Potatoes,2007,193516,494.0,5935.96,27.21
Pakistan,Potatoes,2007,193516,494.0,5935.96,25.16
Pakistan,Potatoes,2007,193516,494.0,5935.96,26.53
Pakistan,Potatoes,2007,193516,494.0,5935.96,19.5
Pakistan,Potatoes,2007,193516,494.0,5935.96,23.33
Pakistan,Potatoes,2008,164550,494.0,4946.79,24.89
Pakistan,Potatoes,2008,164550,494.0,4946.79,23.21
Pakistan,Potatoes,2008,164550,494.0,4946.79,27.23
Pakistan,Potatoes,2008,164550,494.0,4946.79,23.21
Pakistan,Potatoes,2008,164550,494.0,4946.79,26.74
Pakistan,Potatoes,2008,164550,494.0,4946.79,24.89
Pakistan,Potatoes,2008,164550,494.0,4946.79,26.33
Pakistan,Potatoes,2008,164550,494.0,4946.79,19.34
Pakistan,Potatoes,2008,164550,494.0,4946.79,23.21
Pakistan,Potatoes,2009,202848,494.0,3957.61,25.37
Pakistan,Potatoes,2009,202848,494.0,3957.61,23.62
Pakistan,Potatoes,2009,202848,494.0,3957.61,27.88
Pakistan,Potatoes,2009,202848,494.0,3957.61,23.62
Pakistan,Potatoes,2009,202848,494.0,3957.61,27.41
Pakistan,Potatoes,2009,202848,494.0,3957.61,25.37
Pakistan,Potatoes,2009,202848,494.0,3957.61,26.68
Pakistan,Potatoes,2009,202848,494.0,3957.61,19.3
Pakistan,Potatoes,2009,202848,494.0,3957.61,23.62
Pakistan,Potatoes,2010,226823,494.0,2968.44,25.48
Pakistan,Potatoes,2010,226823,494.0,2968.44,23.75
Pakistan,Potatoes,2010,226823,494.0,2968.44,28.0
Pakistan,Potatoes,2010,226823,494.0,2968.44,23.75
Pakistan,Potatoes,2010,226823,494.0,2968.44,27.45
Pakistan,Potatoes,2010,226823,494.0,2968.44,25.48
Pakistan,Potatoes,2010,226823,494.0,2968.44,26.79
Pakistan,Potatoes,2010,226823,494.0,2968.44,19.52
Pakistan,Potatoes,2010,226823,494.0,2968.44,23.75
Pakistan,Potatoes,2011,219196,494.0,1979.27,24.98
Pakistan,Potatoes,2011,219196,494.0,1979.27,23.36
Pakistan,Potatoes,2011,219196,494.0,1979.27,27.41
Pakistan,Potatoes,2011,219196,494.0,1979.27,23.36
Pakistan,Potatoes,2011,219196,494.0,1979.27,27.02
Pakistan,Potatoes,2011,219196,494.0,1979.27,24.98
Pakistan,Potatoes,2011,219196,494.0,1979.27,26.32
Pakistan,Potatoes,2011,219196,494.0,1979.27,19.53
Pakistan,Potatoes,2011,219196,494.0,1979.27,23.36
Pakistan,Potatoes,2012,183405,494.0,990.09,24.87
Pakistan,Potatoes,2012,183405,494.0,990.09,23.1
Pakistan,Potatoes,2012,183405,494.0,990.09,27.23
Pakistan,Potatoes,2012,183405,494.0,990.09,23.1
Pakistan,Potatoes,2012,183405,494.0,990.09,26.75
Pakistan,Potatoes,2012,183405,494.0,990.09,24.87
Pakistan,Potatoes,2012,183405,494.0,990.09,26.11
Pakistan,Potatoes,2012,183405,494.0,990.09,18.74
Pakistan,Potatoes,2012,183405,494.0,990.09,23.1
Pakistan,Potatoes,2013,218059,494.0,0.92,25.95
Pakistan,Potatoes,2013,218059,494.0,0.92,24.27
Pakistan,Potatoes,2013,218059,494.0,0.92,27.9
Pakistan,Potatoes,2013,218059,494.0,0.92,24.27
Pakistan,Potatoes,2013,218059,494.0,0.92,27.21
Pakistan,Potatoes,2013,218059,494.0,0.92,25.95
Pakistan,Potatoes,2013,218059,494.0,0.92,27.38
Pakistan,Potatoes,2013,218059,494.0,0.92,19.98
Pakistan,Potatoes,2013,218059,494.0,0.92,24.27
Pakistan,Potatoes,2014,181506,494.0,4566.8,25.98
Pakistan,Potatoes,2014,181506,494.0,4566.8,24.3
Pakistan,Potatoes,2014,181506,494.0,4566.8,27.93
Pakistan,Potatoes,2014,181506,494.0,4566.8,24.3
Pakistan,Potatoes,2014,181506,494.0,4566.8,27.24
Pakistan,Potatoes,2014,181506,494.0,4566.8,25.98
Pakistan,Potatoes,2014,181506,494.0,4566.8,27.41
Pakistan,Potatoes,2014,181506,494.0,4566.8,20.01
Pakistan,Potatoes,2014,181506,494.0,4566.8,24.3
Pakistan,Potatoes,2015,234439,494.0,4243.4,26.01
Pakistan,Potatoes,2015,234439,494.0,4243.4,24.33
Pakistan,Potatoes,2015,234439,494.0,4243.4,27.96
Pakistan,Potatoes,2015,234439,494.0,4243.4,24.33
Pakistan,Potatoes,2015,234439,494.0,4243.4,27.27
Pakistan,Potatoes,2015,234439,494.0,4243.4,26.01
Pakistan,Potatoes,2015,234439,494.0,4243.4,27.44
Pakistan,Potatoes,2015,234439,494.0,4243.4,20.04
Pakistan,Potatoes,2015,234439,494.0,4243.4,24.33
Pakistan,Potatoes,2016,224346,494.0,3920.1,26.04
Pakistan,Potatoes,2016,224346,494.0,3920.1,24.36
Pakistan,Potatoes,2016,224346,494.0,3920.1,27.99
Pakistan,Potatoes,2016,224346,494.0,3920.1,24.36
Pakistan,Potatoes,2016,224346,494.0,3920.1,27.3
Pakistan,Potatoes,2016,224346,494.0,3920.1,26.04
Pakistan,Potatoes,2016,224346,494.0,3920.1,27.47
Pakistan,Potatoes,2016,224346,494.0,3920.1,20.07
Pakistan,Potatoes,2016,224346,494.0,3920.1,24.36
Pakistan,Potatoes,2017,214503,494.0,3596.7,26.07
Pakistan,Potatoes,2017,214503,494.0,3596.7,24.39
Pakistan,Potatoes,2017,214503,494.0,3596.7,28.02
Pakistan,Potatoes,2017,214503,494.0,3596.7,24.39
Pakistan,Potatoes,2017,214503,494.0,3596.7,27.33
Pakistan,Potatoes,2017,214503,494.0,3596.7,26.07
Pakistan,Potatoes,2017,214503,494.0,3596.7,27.5
Pakistan,Potatoes,2017,214503,494.0,3596.7,20.1
Pakistan,Potatoes,2017,214503,494.0,3596.7,24.39
Pakistan,Potatoes,2018,236699,494.0,3273.3,26.1
Pakistan,Potatoes,2018,236699,494.0,3273.3,24.42
Pakistan,Potatoes,2018,236699,494.0,3273.3,28.05
Pakistan,Potatoes,2018,236699,494.0,3273.3,24.42
Pakistan,Potatoes,2018,236699,494.0,3273.3,27.36
Pakistan,Potatoes,2018,236699,494.0,3273.3,26.1
Pakistan,Potatoes,2018,236699,494.0,3273.3,27.53
Pakistan,Potatoes,2018,236699,494.0,3273.3,20.13
Pakistan,Potatoes,2018,236699,494.0,3273.3,24.42
Pakistan,Potatoes,2019,248874,494.0,2949.9,26.13
Pakistan,Potatoes,2019,248874,494.0,2949.9,24.45
Pakistan,Potatoes,2019,248874,494.0,2949.9,28.08
Pakistan,Potatoes,2019,248874,494.0,2949.9,24.45
Pakistan,Potatoes,2019,248874,494.0,2949.9,27.39
Pakistan,Potatoes,2019,248874,494.0,2949.9,26.13
Pakistan,Potatoes,2019,248874,494.0,2949.9,27.56
Pakistan,Potatoes,2019,248874,494.0,2949.9,20.16
Pakistan,Potatoes,2019,248874,494.0,2949.9,24.45
Pakistan,Potatoes,2020,245612,494.0,2626.5,26.16
Pakistan,Potatoes,2020,245612,494.0,2626.5,24.48
Pakistan,Potatoes,2020,245612,494.0,2626.5,28.11
Pakistan,Potatoes,2020,245612,494.0,2626.5,24.48
Pakistan,Potatoes,2020,245612,494.0,2626.5,27.42
Pakistan,Potatoes,2020,245612,494.0,2626.5,26.16
Pakistan,Potatoes,2020,245612,494.0,2626.5,27.59
Pakistan,Potatoes,2020,245612,494.0,2626.5,20.19
Pakistan,Potatoes,2020,245612,494.0,2626.5,24.48
Pakistan,Potatoes,2021,250637,494.0,2303.1,26.19
Pakistan,Potatoes,2021,250637,494.0,2303.1,24.51
Pakistan,Potatoes,2021,250637,494.0,2303.1,28.14
Pakistan,Potatoes,2021,250637,494.0,2303.1,24.51
Pakistan,Potatoes,2021,250637,494.0,2303.1,27.45
Pakistan,Potatoes,2021,250637,494.0,2303.1,26.19
Pakistan,Potatoes,2021,250637,494.0,2303.1,27.62
Pakistan,Potatoes,2021,250637,494.0,2303.1,20.22
Pakistan,Potatoes,2021,250637,494.0,2303.1,24.51
Pakistan,Potatoes,2022,252666,494.0,1979.8,26.22
Pakistan,Potatoes,2022,252666,494.0,1979.8,24.54
Pakistan,Potatoes,2022,252666,494.0,1979.8,28.17
Pakistan,Potatoes,2022,252666,494.0,1979.8,24.54
Pakistan,Potatoes,2022,252666,494.0,1979.8,27.48
Pakistan,Potatoes,2022,252666,494.0,1979.8,26.22
Pakistan,Potatoes,2022,252666,494.0,1979.8,27.65
Pakistan,Potatoes,2022,252666,494.0,1979.8,20.25
Pakistan,Potatoes,2022,252666,494.0,1979.8,24.54
Pakistan,Potatoes,2023,244285,494.0,1656.4,26.25
Pakistan,Potatoes,2023,244285,494.0,1656.4,24.57
Pakistan,Potatoes,2023,244285,494.0,1656.4,28.2
Pakistan,Potatoes,2023,244285,494.0,1656.4,24.57
Pakistan,Potatoes,2023,244285,494.0,1656.4,27.51
Pakistan,Potatoes,2023,244285,494.0,1656.4,26.25
Pakistan,Potatoes,2023,244285,494.0,1656.4,27.68
Pakistan,Potatoes,2023,244285,494.0,1656.4,20.28
Pakistan,Potatoes,2023,244285,494.0,1656.4,24.57
Pakistan,Potatoes,2024,249011,494.0,1333.0,26.28
Pakistan,Potatoes,2024,249011,494.0,1333.0,24.6
Pakistan,Potatoes,2024,249011,494.0,1333.0,28.23
Pakistan,Potatoes,2024,249011,494.0,1333.0,24.6
Pakistan,Potatoes,2024,249011,494.0,1333.0,27.54
Pakistan,Potatoes,2024,249011,494.0,1333.0,26.28
Pakistan,Potatoes,2024,249011,494.0,1333.0,27.71
Pakistan,Potatoes,2024,249011,494.0,1333.0,20.31
Pakistan,Potatoes,2024,249011,494.0,1333.0,24.6
Pakistan,Potatoes,2025,262774,494.0,1009.6,26.31
Pakistan,Potatoes,2025,262774,494.0,1009.6,24.63
Pakistan,Potatoes,2025,262774,494.0,1009.6,28.26
Pakistan,Potatoes,2025,262774,494.0,1009.6,24.63
Pakistan,Potatoes,2025,262774,494.0,1009.6,27.57
Pakistan,Potatoes,2025,262774,494.0,1009.6,26.31
Pakistan,Potatoes,2025,262774,494.0,1009.6,27.74
Pakistan,Potatoes,2025,262774,494.0,1009.6,20.34
Pakistan,Potatoes,2025,262774,494.0,1009.6,24.63
Pakistan,Potatoes,2026,267195,494.0,686.2,26.34
Pakistan,Potatoes,2026,267195,494.0,686.2,24.66
Pakistan,Potatoes,2026,267195,494.0,686.2,28.29
Pakistan,Potatoes,2026,267195,494.0,686.2,24.66
Pakistan,Potatoes,2026,267195,494.0,686.2,27.6
Pakistan,Potatoes,2026,267195,494.0,686.2,26.34
Pakistan,Potatoes,2026,267195,494.0,686.2,27.77
Pakistan,Potatoes,2026,267195,494.0,686.2,20.37
Pakistan,Potatoes,2026,267195,494.0,686.2,24.66
Pakistan,"Rice, paddy",1990,23151,494.0,5299.0,24.81
Pakistan,"Rice, paddy",1990,23151,494.0,5299.0,23.14
Pakistan,"Rice, paddy",1990,23151,494.0,5299.0,27.0
Pakistan,"Rice, paddy",1990,23151,494.0,5299.0,23.14
Pakistan,"Rice, paddy",1990,23151,494.0,5299.0,26.39
Pakistan,"Rice, paddy",1990,23151,494.0,5299.0,24.81
Pakistan,"Rice, paddy",1990,23151,494.0,5299.0,26.23
Pakistan,"Rice, paddy",1990,23151,494.0,5299.0,19.36
Pakistan,"Rice, paddy",1990,23151,494.0,5299.0,23.14
Pakistan,"Rice, paddy",1991,23199,494.0,5962.0,24.38
Pakistan,"Rice, paddy",1991,23199,494.0,5962.0,22.48
Pakistan,"Rice, paddy",1991,23199,494.0,5962.0,26.98
Pakistan,"Rice, paddy",1991,23199,494.0,5962.0,22.48
Pakistan,"Rice, paddy",1991,23199,494.0,5962.0,26.34
Pakistan,"Rice, paddy",1991,23199,494.0,5962.0,24.38
Pakistan,"Rice, paddy",1991,23199,494.0,5962.0,25.87
Pakistan,"Rice, paddy",1991,23199,494.0,5962.0,18.48
Pakistan,"Rice, paddy",1991,23199,494.0,5962.0,22.48
Pakistan,"Rice, paddy",1992,23686,494.0,5518.0,24.31
Pakistan,"Rice, paddy",1992,23686,494.0,5518.0,22.36
Pakistan,"Rice, paddy",1992,23686,494.0,5518.0,26.91
Pakistan,"Rice, paddy",1992,23686,494.0,5518.0,22.36
Pakistan,"Rice, paddy",1992,23686,494.0,5518.0,26.36
Pakistan,"Rice, paddy",1992,23686,494.0,5518.0,24.31
Pakistan,"Rice, paddy",1992,23686,494.0,5518.0,25.71
Pakistan,"Rice, paddy",1992,23686,494.0,5518.0,18.34
Pakistan,"Rice, paddy",1992,23686,494.0,5518.0,22.36
Pakistan,"Rice, paddy",1993,27397,494.0,4945.0,25.04
Pakistan,"Rice, paddy",1993,27397,494.0,4945.0,23.08
Pakistan,"Rice, paddy",1993,27397,494.0,4945.0,27.72
Pakistan,"Rice, paddy",1993,27397,494.0,4945.0,23.08
Pakistan,"Rice, paddy",1993,27397,494.0,4945.0,27.25
Pakistan,"Rice, paddy",1993,27397,494.0,4945.0,25.04
Pakistan,"Rice, paddy",1993,27397,494.0,4945.0,26.51
Pakistan,"Rice, paddy",1993,27397,494.0,4945.0,18.91
Pakistan,"Rice, paddy",1993,27397,494.0,4945.0,23.08
Pakistan,"Rice, paddy",1994,24333,494.0,6183.0,24.78
Pakistan,"Rice, paddy",1994,24333,494.0,6183.0,22.93
Pakistan,"Rice, paddy",1994,24333,494.0,6183.0,26.87
Pakistan,"Rice, paddy",1994,24333,494.0,6183.0,22.93
Pakistan,"Rice, paddy",1994,24333,494.0,6183.0,26.36
Pakistan,"Rice, paddy",1994,24333,494.0,6183.0,24.78
Pakistan,"Rice, paddy",1994,24333,494.0,6183.0,26.13
Pakistan,"Rice, paddy",1994,24333,494.0,6183.0,18.78
Pakistan,"Rice, paddy",1994,24333,494.0,6183.0,22.93
Pakistan,"Rice, paddy",1995,27522,494.0,7681.0,24.58
Pakistan,"Rice, paddy",1995,27522,494.0,7681.0,22.61
Pakistan,"Rice, paddy",1995,27522,494.0,7681.0,27.11
Pakistan,"Rice, paddy",1995,27522,494.0,7681.0,22.61
Pakistan,"Rice, paddy",1995,27522,494.0,7681.0,26.63
Pakistan,"Rice, paddy",1995,27522,494.0,7681.0,24.58
Pakistan,"Rice, paddy",1995,27522,494.0,7681.0,26.09
Pakistan,"Rice, paddy",1995,27522,494.0,7681.0,18.68
Pakistan,"Rice, paddy",1995,27522,494.0,7681.0,22.61
Pakistan,"Rice, paddy",1996,28685,494.0,11955.0,24.43
Pakistan,"Rice, paddy",1996,28685,494.0,11955.0,22.61
Pakistan,"Rice, paddy",1996,28685,494.0,11955.0,27.17
Pakistan,"Rice, paddy",1996,28685,494.0,11955.0,22.61
Pakistan,"Rice, paddy",1996,28685,494.0,11955.0,26.5
Pakistan,"Rice, paddy",1996,28685,494.0,11955.0,24.43
Pakistan,"Rice, paddy",1996,28685,494.0,11955.0,25.92
Pakistan,"Rice, paddy",1996,28685,494.0,11955.0,18.72
Pakistan,"Rice, paddy",1996,28685,494.0,11955.0,22.61
Pakistan,"Rice, paddy",1997,28048,494.0,16936.0,23.76
Pakistan,"Rice, paddy",1997,28048,494.0,16936.0,22.14
Pakistan,"Rice, paddy",1997,28048,494.0,16936.0,26.82
Pakistan,"Rice, paddy",1997,28048,494.0,16936.0,22.14
Pakistan,"Rice, paddy",1997,28048,494.0,16936.0,26.29
Pakistan,"Rice, paddy",1997,28048,494.0,16936.0,23.76
Pakistan,"Rice, paddy",1997,28048,494.0,16936.0,25.16
Pakistan,"Rice, paddy",1997,28048,494.0,16936.0,18.62
Pakistan,"Rice, paddy",1997,28048,494.0,16936.0,22.14
Pakistan,"Rice, paddy",1998,28930,494.0,18406.0,24.91
Pakistan,"Rice, paddy",1998,28930,494.0,18406.0,23.11
Pakistan,"Rice, paddy",1998,28930,494.0,18406.0,27.89
Pakistan,"Rice, paddy",1998,28930,494.0,18406.0,23.11
Pakistan,"Rice, paddy",1998,28930,494.0,18406.0,27.36
Pakistan,"Rice, paddy",1998,28930,494.0,18406.0,24.91
Pakistan,"Rice, paddy",1998,28930,494.0,18406.0,26.41
Pakistan,"Rice, paddy",1998,28930,494.0,18406.0,19.15
Pakistan,"Rice, paddy",1998,28930,494.0,18406.0,23.11
Pakistan,"Rice, paddy",1999,30744,494.0,20450.0,25.5
Pakistan,"Rice, paddy",1999,30744,494.0,20450.0,23.8
Pakistan,"Rice, paddy",1999,30744,494.0,20450.0,27.54
Pakistan,"Rice, paddy",1999,30744,494.0,20450.0,23.8
Pakistan,"Rice, paddy",1999,30744,494.0,20450.0,27.14
Pakistan,"Rice, paddy",1999,30744,494.0,20450.0,25.5
Pakistan,"Rice, paddy",1999,30744,494.0,20450.0,26.8
Pakistan,"Rice, paddy",1999,30744,494.0,20450.0,19.84
Pakistan,"Rice, paddy",1999,30744,494.0,20450.0,23.8
Pakistan,"Rice, paddy",2000,30312,494.0,27885.0,25.32
Pakistan,"Rice, paddy",2000,30312,494.0,27885.0,23.6
Pakistan,"Rice, paddy",2000,30312,494.0,27885.0,27.73
Pakistan,"Rice, paddy",2000,30312,494.0,27885.0,23.6
Pakistan,"Rice, paddy",2000,30312,494.0,27885.0,27.12
Pakistan,"Rice, paddy",2000,30312,494.0,27885.0,25.32
Pakistan,"Rice, paddy",2000,30312,494.0,27885.0,26.71
Pakistan,"Rice, paddy",2000,30312,494.0,27885.0,19.68
Pakistan,"Rice, paddy",2000,30312,494.0,27885.0,23.6
Pakistan,"Rice, paddy",2001,27542,494.0,11871.0,25.18
Pakistan,"Rice, paddy",2001,27542,494.0,11871.0,23.62
Pakistan,"Rice, paddy",2001,27542,494.0,11871.0,27.7
Pakistan,"Rice, paddy",2001,27542,494.0,11871.0,23.62
Pakistan,"Rice, paddy",2001,27542,494.0,11871.0,27.28
Pakistan,"Rice, paddy",2001,27542,494.0,11871.0,25.18
Pakistan,"Rice, paddy",2001,27542,494.0,11871.0,26.5
Pakistan,"Rice, paddy",2001,27542,494.0,11871.0,19.79
Pakistan,"Rice, paddy",2001,27542,494.0,11871.0,23.62
Pakistan,"Rice, paddy",2002,30192,494.0,10881.83,25.61
Pakistan,"Rice, paddy",2002,30192,494.0,10881.83,23.83
Pakistan,"Rice, paddy",2002,30192,494.0,10881.83,27.88
Pakistan,"Rice, paddy",2002,30192,494.0,10881.83,23.83
Pakistan,"Rice, paddy",2002,30192,494.0,10881.83,27.2
Pakistan,"Rice, paddy",2002,30192,494.0,10881.83,25.61
Pakistan,"Rice, paddy",2002,30192,494.0,10881.83,27.0
Pakistan,"Rice, paddy",2002,30192,494.0,10881.83,19.7
Pakistan,"Rice, paddy",2002,30192,494.0,10881.83,23.83
Pakistan,"Rice, paddy",2004,29914,494.0,8903.48,25.55
Pakistan,"Rice, paddy",2004,29914,494.0,8903.48,23.78
Pakistan,"Rice, paddy",2004,29914,494.0,8903.48,27.94
Pakistan,"Rice, paddy",2004,29914,494.0,8903.48,23.78
Pakistan,"Rice, paddy",2004,29914,494.0,8903.48,27.5
Pakistan,"Rice, paddy",2004,29914,494.0,8903.48,25.55
Pakistan,"Rice, paddy",2004,29914,494.0,8903.48,26.96
Pakistan,"Rice, paddy",2004,29914,494.0,8903.48,19.93
Pakistan,"Rice, paddy",2004,29914,494.0,8903.48,23.78
Pakistan,"Rice, paddy",2005,31742,494.0,7914.31,24.66
Pakistan,"Rice, paddy",2005,31742,494.0,7914.31,22.8
Pakistan,"Rice, paddy",2005,31742,494.0,7914.31,27.21
Pakistan,"Rice, paddy",2005,31742,494.0,7914.31,22.8
Pakistan,"Rice, paddy",2005,31742,494.0,7914.31,26.8
Pakistan,"Rice, paddy",2005,31742,494.0,7914.31,24.66
Pakistan,"Rice, paddy",2005,31742,494.0,7914.31,26.04
Pakistan,"Rice, paddy",2005,31742,494.0,7914.31,18.75
Pakistan,"Rice, paddy",2005,31742,494.0,7914.31,22.8
Pakistan,"Rice, paddy",2006,31604,494.0,6925.13,25.17
Pakistan,"Rice, paddy",2006,31604,494.0,6925.13,23.28
Pakistan,"Rice, paddy",2006,31604,494.0,6925.13,27.29
Pakistan,"Rice, paddy",2006,31604,494.0,6925.13,23.28
Pakistan,"Rice, paddy",2006,31604,494.0,6925.13,26.73
Pakistan,"Rice, paddy",2006,31604,494.0,6925.13,25.17
Pakistan,"Rice, paddy",2006,31604,494.0,6925.13,26.46
Pakistan,"Rice, paddy",2006,31604,494.0,6925.13,19.53
Pakistan,"Rice, paddy",2006,31604,494.0,6925.13,23.28
Pakistan,"Rice, paddy",2007,33176,494.0,5935.96,25.16
Pakistan,"Rice, paddy",2007,33176,494.0,5935.96,23.33
Pakistan,"Rice, paddy",2007,33176,494.0,5935.96,27.69
Pakistan,"Rice, paddy",2007,33176,494.0,5935.96,23.33
Pakistan,"Rice, paddy",2007,33176,494.0,5935.96,27.21
Pakistan,"Rice, paddy",2007,33176,494.0,5935.96,25.16
Pakistan,"Rice, paddy",2007,33176,494.0,5935.96,26.53
Pakistan,"Rice, paddy",2007,33176,494.0,5935.96,19.5
Pakistan,"Rice, paddy",2007,33176,494.0,5935.96,23.33
Pakistan,"Rice, paddy",2008,35199,494.0,4946.79,24.89
Pakistan,"Rice, paddy",2008,35199,494.0,4946.79,23.21
Pakistan,"Rice, paddy",2008,35199,494.0,4946.79,27.23
Pakistan,"Rice, paddy",2008,35199,494.0,4946.79,23.21
Pakistan,"Rice, paddy",2008,35199,494.0,4946.79,26.74
Pakistan,"Rice, paddy",2008,35199,494.0,4946.79,24.89
Pakistan,"Rice, paddy",2008,35199,494.0,4946.79,26.33
Pakistan,"Rice, paddy",2008,35199,494.0,4946.79,19.34
Pakistan,"Rice, paddy",2008,35199,494.0,4946.79,23.21
Pakistan,"Rice, paddy",2009,35809,494.0,3957.61,25.37
Pakistan,"Rice, paddy",2009,35809,494.0,3957.61,23.62
Pakistan,"Rice, paddy",2009,35809,494.0,3957.61,27.88
Pakistan,"Rice, paddy",2009,35809,494.0,3957.61,23.62
Pakistan,"Rice, paddy",2009,35809,494.0,3957.61,27.41
Pakistan,"Rice, paddy",2009,35809,494.0,3957.61,25.37
Pakistan,"Rice, paddy",2009,35809,494.0,3957.61,26.68
Pakistan,"Rice, paddy",2009,35809,494.0,3957.61,19.3
Pakistan,"Rice, paddy",2009,35809,494.0,3957.61,23.62
Pakistan,"Rice, paddy",2010,30588,494.0,2968.44,25.48
Pakistan,"Rice, paddy",2010,30588,494.0,2968.44,23.75
Pakistan,"Rice, paddy",2010,30588,494.0,2968.44,28.0
Pakistan,"Rice, paddy",2010,30588,494.0,2968.44,23.75
Pakistan,"Rice, paddy",2010,30588,494.0,2968.44,27.45
Pakistan,"Rice, paddy",2010,30588,494.0,2968.44,25.48
Pakistan,"Rice, paddy",2010,30588,494.0,2968.44,26.79
Pakistan,"Rice, paddy",2010,30588,494.0,2968.44,19.52
Pakistan,"Rice, paddy",2010,30588,494.0,2968.44,23.75
Pakistan,"Rice, paddy",2011,35939,494.0,1979.27,24.98
Pakistan,"Rice, paddy",2011,35939,494.0,1979.27,23.36
Pakistan,"Rice, paddy",2011,35939,494.0,1979.27,27.41
Pakistan,"Rice, paddy",2011,35939,494.0,1979.27,23.36
Pakistan,"Rice, paddy",2011,35939,494.0,1979.27,27.02
Pakistan,"Rice, paddy",2011,35939,494.0,1979.27,24.98
Pakistan,"Rice, paddy",2011,35939,494.0,1979.27,26.32
Pakistan,"Rice, paddy",2011,35939,494.0,1979.27,19.53
Pakistan,"Rice, paddy",2011,35939,494.0,1979.27,23.36
Pakistan,"Rice, paddy",2012,35966,494.0,990.09,24.87
Pakistan,"Rice, paddy",2012,35966,494.0,990.09,23.1
Pakistan,"Rice, paddy",2012,35966,494.0,990.09,27.23
Pakistan,"Rice, paddy",2012,35966,494.0,990.09,23.1
Pakistan,"Rice, paddy",2012,35966,494.0,990.09,26.75
Pakistan,"Rice, paddy",2012,35966,494.0,990.09,24.87
Pakistan,"Rice, paddy",2012,35966,494.0,990.09,26.11
Pakistan,"Rice, paddy",2012,35966,494.0,990.09,18.74
Pakistan,"Rice, paddy",2012,35966,494.0,990.09,23.1
Pakistan,"Rice, paddy",2013,37528,494.0,0.92,25.95
Pakistan,"Rice, paddy",2013,37528,494.0,0.92,24.27
Pakistan,"Rice, paddy",2013,37528,494.0,0.92,27.9
Pakistan,"Rice, paddy",2013,37528,494.0,0.92,24.27
Pakistan,"Rice, paddy",2013,37528,494.0,0.92,27.21
Pakistan,"Rice, paddy",2013,37528,494.0,0.92,25.95
Pakistan,"Rice, paddy",2013,37528,494.0,0.92,27.38
Pakistan,"Rice, paddy",2013,37528,494.0,0.92,19.98
Pakistan,"Rice, paddy",2013,37528,494.0,0.92,24.27
Pakistan,"Rice, paddy",2014,36339,494.0,4566.8,25.98
Pakistan,"Rice, paddy",2014,36339,494.0,4566.8,24.3
Pakistan,"Rice, paddy",2014,36339,494.0,4566.8,27.93
Pakistan,"Rice, paddy",2014,36339,494.0,4566.8,24.3
Pakistan,"Rice, paddy",2014,36339,494.0,4566.8,27.24
Pakistan,"Rice, paddy",2014,36339,494.0,4566.8,25.98
Pakistan,"Rice, paddy",2014,36339,494.0,4566.8,27.41
Pakistan,"Rice, paddy",2014,36339,494.0,4566.8,20.01
Pakistan,"Rice, paddy",2014,36339,494.0,4566.8,24.3
Pakistan,"Rice, paddy",2015,37240,494.0,4243.4,26.01
Pakistan,"Rice, paddy",2015,37240,494.0,4243.4,24.33
Pakistan,"Rice, paddy",2015,37240,494.0,4243.4,27.96
Pakistan,"Rice, paddy",2015,37240,494.0,4243.4,24.33
Pakistan,"Rice, paddy",2015,37240,494.0,4243.4,27.27
Pakistan,"Rice, paddy",2015,37240,494.0,4243.4,26.01
Pakistan,"Rice, paddy",2015,37240,494.0,4243.4,27.44
Pakistan,"Rice, paddy",2015,37240,494.0,4243.4,20.04
Pakistan,"Rice, paddy",2015,37240,494.0,4243.4,24.33
Pakistan,"Rice, paddy",2016,37716,494.0,3920.1,26.04
Pakistan,"Rice, paddy",2016,37716,494.0,3920.1,24.36
Pakistan,"Rice, paddy",2016,37716,494.0,3920.1,27.99
Pakistan,"Rice, paddy",2016,37716,494.0,3920.1,24.36
Pakistan,"Rice, paddy",2016,37716,494.0,3920.1,27.3
Pakistan,"Rice, paddy",2016,37716,494.0,3920.1,26.04
Pakistan,"Rice, paddy",2016,37716,494.0,3920.1,27.47
Pakistan,"Rice, paddy",2016,37716,494.0,3920.1,20.07
Pakistan,"Rice, paddy",2016,37716,494.0,3920.1,24.36
Pakistan,"Rice, paddy",2017,38526,494.0,3596.7,26.07
Pakistan,"Rice, paddy",2017,38526,494.0,3596.7,24.39
Pakistan,"Rice, paddy",2017,38526,494.0,3596.7,28.02
Pakistan,"Rice, paddy",2017,38526,494.0,3596.7,24.39
Pakistan,"Rice, paddy",2017,38526,494.0,3596.7,27.33
Pakistan,"Rice, paddy",2017,38526,494.0,3596.7,26.07
Pakistan,"Rice, paddy",2017,38526,494.0,3596.7,27.5
Pakistan,"Rice, paddy",2017,38526,494.0,3596.7,20.1
Pakistan,"Rice, paddy",2017,38526,494.0,3596.7,24.39
Pakistan,"Rice, paddy",2018,38427,494.0,3273.3,26.1
Pakistan,"Rice, paddy",2018,38427,494.0,3273.3,24.42
Pakistan,"Rice, paddy",2018,38427,494.0,3273.3,28.05
Pakistan,"Rice, paddy",2018,38427,494.0,3273.3,24.42
Pakistan,"Rice, paddy",2018,38427,494.0,3273.3,27.36
Pakistan,"Rice, paddy",2018,38427,494.0,3273.3,26.1
